case_id,trip_duration_days,miles_traveled,total_receipts_amount,predicted_reimbursement
1579,1,425.0,2292.36,1282.22
1580,11,135.0,2220.48,1593.61
1581,14,20.0,241.91,926.49
1582,7,581.0,990.82,1503.62
1583,14,812.0,450.11,1428.43
1584,9,56.0,567.31,737.76
1585,7,277.0,2478.07,1616.23
1586,7,402.0,2432.25,1651.91
1587,5,522.0,1530.52,1618.75
1588,5,1081.0,1311.05,1710.86
1589,12,1027.0,548.01,1451.88
1590,12,275.0,2354.38,1674.64
1591,4,288.0,2038.13,1480.44
1592,13,586.0,115.09,1155.98
1593,3,527.0,1182.56,1371.79
1594,5,881.0,646.59,1231.72
1595,13,150.0,289.93,988.18
1596,5,860.0,1866.25,1713.99
1597,4,725.0,2087.26,1593.28
1598,7,436.0,1116.61,1483.1
1599,14,530.0,655.51,1451.06
1600,14,1054.0,1816.81,2004.71
1601,6,1166.0,2343.86,1772.52
1602,11,722.0,2474.54,1751.37
1603,3,201.0,261.52,451.36
1604,10,957.0,132.57,1161.62
1605,6,714.0,681.67,1269.13
1606,14,1012.0,1824.19,1994.66
1607,7,314.0,1341.75,1562.2
1608,6,1010.0,173.28,1079.62
1609,2,943.0,1876.23,1505.18
1610,2,900.0,698.52,940.88
1611,11,831.0,1551.61,1866.01
1612,12,446.0,2318.21,1723.29
1613,11,1149.0,1098.46,2132.79
1614,4,959.0,1978.22,1587.1
1615,13,756.0,650.74,1620.1
1616,12,94.0,572.92,907.49
1617,14,1109.0,2097.26,1998.97
1618,7,689.0,1833.03,1715.89
1619,5,27.0,321.49,457.8
1620,4,620.0,977.92,1360.93
1621,9,401.0,437.98,889.69
1622,2,359.0,1980.32,1348.61
1623,4,1150.0,1137.87,1483.06
1624,6,48.0,2217.52,1488.77
1625,6,448.0,1102.5,1441.65
1626,9,613.0,1374.8,1619.79
1627,11,155.0,1045.41,1486.13
1628,11,892.0,1170.9,1871.99
1629,1,1187.0,1878.45,1428.15
1630,2,93.0,1205.92,1113.58
1631,3,769.0,1168.99,698.96
1632,10,526.0,1171.27,1648.91
1633,3,846.0,481.33,812.16
1634,12,160.0,987.85,1507.52
1635,3,966.0,2347.12,1535.34
1636,11,129.0,696.05,1004.91
1637,2,695.0,189.18,586.31
1638,5,482.0,442.34,823.27
1639,7,235.0,1036.95,1407.74
1640,3,1106.0,761.82,1125.45
1641,10,468.0,1190.58,1627.98
1642,10,607.0,350.54,1017.67
1643,7,755.0,2335.81,1794.16
1644,12,182.0,1541.63,1699.42
1645,1,505.0,695.44,670.69
1646,8,342.0,2207.93,1544.08
1647,2,692.0,1665.46,1471.89
1648,11,545.0,857.08,1389.1
1649,5,780.0,783.5,1398.8
1650,2,535.0,1276.57,1302.96
1651,6,764.0,1981.09,1765.33
1652,3,737.0,1747.96,1507.69
1653,12,737.0,1648.85,1862.45
1654,13,1101.0,1665.9,2022.99
1655,13,521.0,1956.1,1800.45
1656,6,920.0,908.17,1611.01
1657,4,97.0,1733.84,1366.07
1658,14,165.0,604.66,1137.23
1659,8,40.0,2497.08,1463.34
1660,6,25.0,1873.73,1453.49
1661,6,631.0,1804.44,1723.08
1662,5,856.0,1881.85,1698.34
1663,1,1125.0,251.52,531.84
1664,6,944.0,1419.27,1819.43
1665,10,884.0,1375.26,1851.04
1666,13,929.0,895.25,1863.61
1667,7,615.0,1725.6,1684.94
1668,2,258.0,1851.67,1286.18
1669,1,778.0,1401.91,1395.18
1670,6,909.0,483.15,1172.64
1671,2,398.0,1146.6,1189.75
1672,12,415.0,1735.36,1781.34
1673,5,267.0,467.5,685.96
1674,3,38.0,134.2,342.42
1675,4,981.0,512.32,940.31
1676,5,191.0,281.27,593.76
1677,12,1006.0,27.76,1320.6
1678,9,672.0,280.93,1008.84
1679,8,433.0,494.58,903.43
1680,2,1053.0,247.51,643.83
1681,12,252.0,72.79,1018.26
1682,9,1014.0,726.81,1610.03
1683,2,1143.0,1090.56,1403.67
1684,9,27.0,124.64,515.05
1685,14,440.0,492.03,1224.85
1686,7,996.0,917.37,1905.21
1687,9,400.0,348.29,859.7
1688,14,153.0,1648.37,1774.08
1689,14,325.0,1917.94,1826.45
1690,6,991.0,762.36,1532.81
1691,7,601.0,2084.07,1693.86
1692,4,66.0,193.47,413.29
1693,4,281.0,2237.36,1476.31
1694,8,1184.0,559.23,1385.63
1695,3,806.0,603.44,931.52
1696,5,933.0,684.4,1308.2
1697,5,64.0,1925.94,1439.12
1698,2,10.0,2468.9,1228.65
1699,13,633.0,1913.2,1870.51
1700,1,1174.0,2014.99,376.07
1701,5,273.0,2051.57,1534.49
1702,6,258.0,388.32,745.15
1703,14,1010.0,1197.93,2023.88
1704,2,76.0,1863.02,1223.79
1705,11,980.0,1304.45,1924.33
1706,14,456.0,55.16,1217.9
1707,4,196.0,1594.87,1394.35
1708,8,669.0,704.06,1207.8
1709,12,413.0,1099.97,1700.93
1710,4,505.0,305.45,685.83
1711,8,38.0,1163.2,1399.23
1712,2,388.0,357.87,445.79
1713,1,1026.0,1731.84,1424.73
1714,5,1046.0,1420.76,1677.73
1715,12,955.0,2030.96,1827.61
1716,2,402.0,532.3,566.75
1717,8,875.0,2382.09,1739.12
1718,1,763.0,579.11,718.01
1719,12,297.0,607.34,1036.48
1720,10,380.0,623.88,1012.66
1721,9,1040.0,202.57,1273.86
1722,12,364.0,2358.68,1693.46
1723,1,685.0,2423.88,1431.42
1724,4,465.0,2200.53,1526.44
1725,8,496.0,2492.47,1574.67
1726,8,378.0,540.54,888.05
1727,10,9.0,75.85,523.79
1728,6,760.0,598.96,1205.9
1729,14,539.0,1339.42,1865.81
1730,13,320.0,1637.62,1791.14
1731,11,760.0,222.95,1169.22
1732,7,1185.0,1309.04,2005.49
1733,14,790.0,2301.5,1867.77
1734,11,258.0,1856.19,1631.83
1735,5,342.0,753.55,1030.88
1736,6,193.0,1987.01,1553.95
1737,3,1136.0,2213.6,1506.47
1738,7,193.0,539.76,774.57
1739,6,495.0,1597.88,1608.6
1740,9,495.0,735.61,1133.27
1741,7,745.0,1028.31,1798.58
1742,14,1035.0,144.92,1354.84
1743,9,775.0,747.08,1494.63
1744,12,27.0,1678.69,1610.49
1745,13,991.0,566.14,1495.38
1746,9,1064.0,556.11,1369.54
1747,10,620.0,2182.45,1680.22
1748,14,26.0,2032.26,1725.87
1749,11,250.0,2303.63,1618.35
1750,4,337.0,1551.02,1453.6
1751,2,115.0,1426.07,1198.58
1752,5,372.0,1950.43,1550.54
1753,11,884.0,2184.96,1775.17
1754,1,97.0,1248.7,1090.76
1755,11,391.0,1690.8,1657.42
1756,7,232.0,848.84,1192.91
1757,12,240.0,319.22,905.71
1758,14,50.0,1216.45,1672.29
1759,13,345.0,1002.51,1690.13
1760,13,597.0,1538.32,1865.52
1761,14,42.0,540.45,982.53
1762,13,556.0,220.52,1183.45
1763,13,435.0,552.1,1175.54
1764,9,773.0,382.58,1174.47
1765,7,939.0,2321.24,1822.11
1766,12,321.0,790.83,1285.98
1767,14,883.0,1991.8,1919.82
1768,4,269.0,254.42,580.18
1769,2,376.0,2468.65,1394.52
1770,4,1068.0,998.25,1431.96
1771,12,876.0,488.6,1421.99
1772,8,929.0,687.79,1441.75
1773,6,810.0,1597.46,1782.07
1774,14,863.0,1036.23,1880.57
1775,5,345.0,2089.38,1549.97
1776,2,51.0,1965.74,1229.0
1777,1,527.0,2167.9,1340.02
1778,5,1203.0,1618.95,1695.81
1779,7,1043.0,1087.28,1946.55
1780,2,114.0,585.19,457.09
1781,7,1086.0,1548.12,1965.72
1782,8,350.0,101.95,723.52
1783,4,102.0,882.32,981.49
1784,13,145.0,1949.63,1732.55
1785,12,420.0,287.26,999.81
1786,3,595.0,2212.22,1505.03
1787,1,1064.0,124.37,534.92
1788,7,1007.0,2153.18,1850.25
1789,3,919.0,2393.78,1539.97
1790,13,723.0,1900.1,1882.31
1791,14,737.0,1580.84,1902.33
1792,9,457.0,847.77,1244.49
1793,7,463.0,1793.96,1643.83
1794,3,811.0,2340.91,1542.97
1795,14,759.0,1652.93,1904.01
1796,4,984.0,2065.77,1577.0
1797,6,5.0,2166.25,1462.19
1798,6,489.0,410.91,893.86
1799,10,384.0,163.08,852.2
1800,5,559.0,1368.42,1591.53
1801,2,815.0,587.78,788.64
1802,11,456.0,1610.88,1754.88
1803,13,521.0,791.92,1576.89
1804,2,397.0,2236.31,1383.71
1805,14,1052.0,1173.38,2061.1
1806,11,171.0,2091.98,1600.21
1807,9,474.0,1703.77,1607.29
1808,8,373.0,1794.87,1548.05
1809,7,972.0,222.91,1173.83
1810,13,426.0,2364.09,1768.72
1811,6,690.0,2226.09,1744.09
1812,14,566.0,2164.53,1835.01
1813,6,123.0,250.62,578.24
1814,12,448.0,241.75,1080.86
1815,5,84.0,850.76,990.82
1816,8,676.0,946.0,1450.08
1817,6,1012.0,2127.0,1796.37
1818,9,756.0,1860.43,1703.71
1819,8,192.0,2278.86,1510.73
1820,14,693.0,1162.36,1880.16
1821,11,167.0,1650.67,1607.02
1822,4,386.0,1653.51,1476.7
1823,6,372.0,1700.9,1577.38
1824,6,669.0,1709.68,1731.27
1825,3,949.0,2352.16,1537.21
1826,13,950.0,944.6,1895.5
1827,12,406.0,206.15,981.24
1828,5,375.0,1068.58,1363.09
1829,2,406.0,861.17,854.43
1830,9,724.0,1777.16,1698.76
1831,12,166.0,1298.49,691.25
1832,5,839.0,1582.38,1713.86
1833,2,784.0,336.59,645.52
1834,6,600.0,863.0,1359.51
1835,11,87.0,483.93,786.83
1836,2,129.0,1411.96,1206.98
1837,3,42.0,1483.93,1271.63
1838,1,1132.0,966.51,1211.48
1839,3,339.0,90.94,505.33
1840,2,692.0,1370.0,1420.76
1841,2,879.0,1122.19,1399.77
1842,6,395.0,2242.9,1592.07
1843,1,142.0,1686.33,1205.93
1844,1,547.0,718.83,705.38
1845,1,5.0,2465.44,1186.96
1846,10,489.0,2089.81,1632.99
1847,1,1125.0,62.49,537.73
1848,3,340.0,622.45,698.22
1849,11,218.0,1930.88,1613.07
1850,5,994.0,1746.53,1713.96
1851,14,817.0,252.07,1300.0
1852,14,57.0,1555.07,1730.52
1853,5,581.0,2398.47,1659.19
1854,5,1012.0,1998.03,1707.55
1855,6,402.0,1847.32,1592.68
1856,5,598.0,2046.02,1653.01
1857,6,522.0,1846.9,1609.43
1858,2,565.0,1354.23,1339.44
1859,12,475.0,1760.23,1800.01
1860,10,235.0,1908.0,1590.83
1861,6,647.0,742.82,1292.35
1862,3,681.0,417.43,771.81
1863,12,575.0,225.66,1127.31
1864,10,704.0,407.08,1131.0
1865,4,482.0,1632.64,1530.68
1866,6,114.0,202.02,579.54
1867,3,924.0,1908.7,1512.89
1868,11,868.0,1119.83,1851.57
1869,5,1158.0,1243.58,1684.28
1870,3,207.0,2413.5,1409.48
1871,7,1049.0,666.36,1450.62
1872,11,393.0,324.73,968.5
1873,13,152.0,2204.34,1691.43
1874,13,1080.0,1339.97,2035.65
1875,6,20.0,1553.83,1431.9
1876,8,867.0,458.73,1191.27
1877,11,821.0,2062.85,1780.4
1878,2,196.0,1253.07,1164.42
1879,6,178.0,1057.0,1339.31
1880,6,126.0,1465.52,1474.48
1881,4,1138.0,1389.01,1574.58
1882,6,660.0,360.19,975.39
1883,1,962.0,933.13,1177.15
1884,7,1003.0,2061.37,1854.25
1885,8,1189.0,828.62,1868.7
1886,7,1150.0,1819.28,1939.05
1887,1,1071.0,2492.84,1452.7
1888,7,324.0,2287.77,1620.79
1889,7,786.0,2434.4,1798.91
1890,6,570.0,1650.91,1624.35
1891,13,746.0,1891.31,1884.88
1892,14,94.0,1236.9,1697.67
1893,14,819.0,769.01,1757.07
1894,5,834.0,1426.61,1692.18
1895,3,315.0,1518.61,1381.41
1896,11,676.0,1814.38,1755.89
1897,1,944.0,1843.46,1437.56
1898,6,309.0,1725.42,1574.15
1899,10,954.0,526.79,1396.94
1900,2,734.0,1928.85,1500.92
1901,2,1183.0,2210.85,1496.76
1902,3,671.0,1408.73,1473.76
1903,13,117.0,438.49,892.0
1904,2,895.0,227.1,650.8
1905,5,709.0,2332.09,1695.28
1906,10,391.0,2360.12,1597.46
1907,2,93.0,1404.2,1188.62
1908,1,306.0,1232.02,1112.42
1909,11,678.0,181.13,1041.86
1910,8,232.0,1629.16,1531.86
1911,13,118.0,786.78,1275.91
1912,2,601.0,345.56,551.92
1913,3,854.0,28.92,732.71
1914,8,388.0,2026.62,1553.85
1915,5,1076.0,1768.72,1693.87
1916,13,693.0,737.48,1655.07
1917,6,31.0,2433.74,1470.93
1918,13,1126.0,2130.1,1899.09
1919,10,1044.0,1778.3,1916.62
1920,13,995.0,977.22,1987.48
1921,9,957.0,434.3,1272.03
1922,4,1020.0,1098.21,1485.51
1923,9,682.0,226.49,978.98
1924,4,41.0,2157.93,1366.85
1925,11,366.0,561.47,999.8
1926,6,1003.0,2364.33,1774.47
1927,1,712.0,533.19,660.11
1928,7,753.0,992.95,1778.23
1929,2,40.0,1208.23,1086.83
1930,13,28.0,1442.51,1646.2
1931,10,866.0,1723.99,702.21
1932,1,709.0,1856.15,1404.59
1933,11,88.0,1886.62,1584.71
1934,3,1067.0,661.38,957.57
1935,3,687.0,2167.43,1512.22
1936,13,165.0,2116.28,1696.74
1937,2,556.0,339.52,529.31
1938,7,194.0,1086.92,1417.76
1939,1,486.0,1923.41,1297.83
1940,12,1135.0,490.97,1365.95
1941,13,1082.0,455.67,1353.17
1942,5,435.0,1559.16,1557.11
1943,3,1140.0,46.71,717.62
1944,3,264.0,2367.19,1428.1
1945,11,809.0,784.4,1700.01
1946,2,25.0,28.56,194.28
1947,5,583.0,130.4,795.37
1948,8,1198.0,965.46,2016.5
1949,8,362.0,1696.9,1546.59
1950,1,1036.0,693.83,848.49
1951,12,732.0,191.77,1200.37
1952,7,779.0,1994.95,1811.41
1953,3,501.0,456.95,658.62
1954,6,261.0,308.11,715.93
1955,7,1097.0,902.92,1923.42
1956,12,335.0,1933.64,1682.3
1957,5,732.0,1868.89,1676.98
1958,8,903.0,1538.82,1793.04
1959,11,1155.0,2427.34,1883.97
1960,1,532.0,2093.51,1333.24
1961,12,901.0,687.17,1613.15
1962,14,726.0,199.77,1293.68
1963,7,851.0,2344.0,1814.8
1964,8,718.0,1873.02,1644.14
1965,4,672.0,2018.44,1575.11
1966,5,549.0,2148.52,1630.88
1967,14,1181.0,907.21,2067.63
1968,8,46.0,305.14,540.76
1969,13,164.0,1394.17,1726.04
1970,5,182.0,1152.56,1341.8
1971,12,837.0,710.51,1666.04
1972,3,778.0,2149.56,1530.6
1973,4,1103.0,45.53,788.84
1974,11,965.0,364.3,1254.82
1975,13,323.0,980.81,1661.3
1976,7,25.0,1970.35,1508.83
1977,4,929.0,213.35,828.31
1978,3,413.0,2200.26,1467.72
1979,11,952.0,1758.23,1817.8
1980,4,1147.0,1045.94,1438.62
1981,11,349.0,252.9,960.18
1982,5,447.0,1243.44,1475.9
1983,9,385.0,973.11,1363.73
1984,7,626.0,1147.75,1600.68
1985,9,991.0,1671.4,1875.59
1986,11,720.0,1355.82,1825.45
1987,3,543.0,155.31,645.64
1988,2,79.0,116.49,233.58
1989,4,485.0,593.34,870.44
1990,7,617.0,1410.67,1667.39
1991,13,247.0,2003.32,1720.95
1992,8,963.0,1851.99,752.54
1993,10,376.0,1240.59,1617.69
1994,5,779.0,1000.15,1526.87
1995,12,783.0,2313.94,1801.78
1996,10,698.0,2451.7,1707.96
1997,12,462.0,1878.35,1730.94
1998,1,842.0,457.85,631.37
1999,14,820.0,938.43,1849.76
2000,8,849.0,1321.2,1794.99
2001,6,178.0,2420.59,1544.08
2002,8,838.0,2415.72,1724.12
2003,14,566.0,1662.61,1879.25
2004,6,63.0,1245.98,1379.17
2005,12,761.0,1828.17,1818.48
2006,5,120.0,1727.74,1453.57
2007,10,16.0,888.4,1233.7
2008,7,248.0,1113.56,1442.38
2009,4,890.0,476.83,898.81
2010,7,622.0,1194.22,1606.86
2011,3,923.0,1970.43,1518.02
2012,6,775.0,2017.53,1762.24
2013,8,50.0,927.05,1189.17
2014,11,1052.0,605.34,1501.46
2015,1,264.0,322.0,331.35
2016,12,642.0,1615.07,1850.15
2017,3,424.0,2165.02,1472.52
2018,1,765.0,1960.15,1433.79
2019,6,87.0,133.24,547.29
2020,5,785.0,150.66,886.42
2021,14,257.0,1814.05,1812.42
2022,8,557.0,2149.09,1583.89
2023,13,245.0,2354.78,1716.93
2024,12,415.0,207.73,1071.71
2025,14,436.0,2325.48,1804.53
2026,2,898.0,1142.71,1420.56
2027,6,267.0,575.33,825.76
2028,11,824.0,1183.56,1843.77
2029,12,871.0,441.38,1366.06
2030,7,427.0,538.91,925.92
2031,1,544.0,711.82,696.1
2032,2,537.0,1086.81,1201.45
2033,6,1193.0,1490.92,1852.28
2034,8,1153.0,1552.2,1885.97
2035,9,65.0,1102.55,1435.39
2036,2,42.0,748.7,543.79
2037,14,557.0,19.78,1301.55
2038,1,144.0,1298.18,1132.33
2039,1,944.0,810.58,1057.07
2040,12,384.0,2487.62,1691.88
2041,11,950.0,40.46,1229.72
2042,8,1165.0,502.38,1336.09
2043,2,421.0,1571.09,1323.11
2044,8,125.0,1855.04,1506.18
2045,13,672.0,578.19,1458.88
2046,12,930.0,907.55,1884.76
2047,8,202.0,584.98,782.54
2048,5,33.0,1871.2,1427.83
2049,12,740.0,1966.62,1807.28
2050,4,1011.0,2258.35,1591.75
2051,3,84.0,411.52,448.89
2052,11,1154.0,2311.52,1891.47
2053,13,870.0,567.78,1525.43
2054,10,1112.0,1248.29,2095.83
2055,9,986.0,2337.84,1784.81
2056,4,453.0,652.08,849.72
2057,7,969.0,144.84,1176.79
2058,4,278.0,393.12,618.38
2059,11,466.0,1401.87,1737.95
2060,10,622.0,2075.87,1680.43
2061,8,100.0,547.47,707.64
2062,11,489.0,528.7,1108.11
2063,14,74.0,2497.72,1689.71
2064,3,530.0,133.81,619.04
2065,4,395.0,850.57,1122.4
2066,5,744.0,193.86,877.06
2067,11,950.0,773.92,1729.23
2068,3,846.0,1962.48,1519.79
2069,10,1149.0,1162.81,2094.91
2070,3,980.0,585.77,863.73
2071,14,492.0,259.31,1205.57
2072,12,152.0,788.12,1206.37
2073,12,106.0,1092.7,1559.57
2074,13,534.0,1888.46,1850.17
2075,1,872.0,532.93,680.56
2076,12,622.0,1525.66,1841.32
2077,3,766.0,1058.34,1410.98
2078,7,5.0,2475.44,1485.72
2079,10,77.0,8.86,661.96
2080,14,343.0,1026.04,1727.91
2081,3,971.0,2385.43,1536.8
2082,14,588.0,1211.44,1866.58
2083,13,273.0,1989.94,1715.11
2084,2,1128.0,310.69,629.87
2085,7,329.0,1973.88,1615.32
2086,9,947.0,6.74,1270.99
2087,14,337.0,1956.54,1834.11
2088,13,590.0,687.7,1509.52
2089,6,429.0,1920.31,1598.14
2090,5,707.0,2471.93,1684.14
2091,10,107.0,114.74,670.59
2092,1,143.0,1474.34,1182.48
2093,11,518.0,164.0,953.63
2094,7,494.0,427.23,943.42
2095,6,246.0,1211.01,1456.69
2096,6,542.0,1061.17,1435.79
2097,14,566.0,978.56,1790.53
2098,4,254.0,2214.11,1472.9
2099,9,592.0,897.79,1441.39
2100,6,157.0,1553.69,1501.69
2101,13,175.0,797.5,1291.03
2102,1,780.0,1712.61,1432.13
2103,14,211.0,891.32,1540.18
2104,12,955.0,1054.6,1936.33
2105,14,343.0,319.16,1127.15
2106,13,450.0,1706.39,1831.93
2107,11,71.0,2116.44,1577.94
2108,10,604.0,1997.87,1672.88
2109,2,657.0,2042.77,1481.22
2110,13,451.0,113.93,1199.98
2111,2,853.0,1464.25,1485.08
2112,13,800.0,1712.91,1896.46
2113,10,551.0,1609.79,1662.2
2114,10,420.0,158.88,921.95
2115,5,430.0,1950.36,1560.37
2116,2,1164.0,2467.35,1509.26
2117,7,1115.0,1110.17,1978.94
2118,11,209.0,1321.33,1641.46
2119,7,980.0,852.42,1783.4
2120,13,107.0,1839.97,1705.02
2121,1,880.0,1603.52,1422.16
2122,3,960.0,1339.47,1481.2
2123,6,344.0,2365.96,1585.67
2124,10,849.0,1918.72,1748.54
2125,1,795.0,924.08,1166.84
2126,9,227.0,1272.62,1556.07
2127,4,980.0,352.59,825.13
2128,11,613.0,2061.07,1735.77
2129,13,463.0,1361.38,1823.0
2130,4,172.0,254.95,503.57
2131,11,41.0,1612.76,1578.35
2132,14,634.0,2321.69,1842.85
2133,10,1104.0,2370.31,1843.35
2134,6,62.0,1507.79,1442.84
2135,8,39.0,1145.52,1394.58
2136,4,704.0,213.27,816.31
2137,4,724.0,766.72,1237.63
2138,9,1012.0,2164.32,1818.07
2139,13,521.0,318.22,1132.4
2140,6,691.0,1623.42,1747.67
2141,5,884.0,639.47,1220.04
2142,5,243.0,597.23,774.72
2143,6,104.0,1527.88,1467.34
2144,8,407.0,2182.51,1553.28
2145,5,26.0,1535.47,1390.65
2146,14,124.0,1654.45,1761.18
2147,9,1135.0,115.64,1313.88
2148,1,549.0,12.3,433.65
2149,10,69.0,621.07,829.35
2150,6,722.0,1978.43,1750.49
2151,13,1186.0,898.17,2046.82
2152,7,821.0,1018.11,1851.93
2153,11,358.0,1201.55,1649.81
2154,10,1201.0,1812.61,1935.33
2155,3,129.0,1646.72,1306.54
2156,7,586.0,1098.41,1531.59
2157,9,682.0,1370.63,1651.3
2158,4,1193.0,1609.3,1583.32
2159,1,1158.0,1145.75,1334.96
2160,8,111.0,2488.38,1488.56
2161,4,419.0,1358.59,1457.89
2162,7,417.0,2360.14,1654.79
2163,12,474.0,370.81,1099.8
2164,10,1056.0,676.75,1524.3
2165,13,88.0,1001.53,1559.91
2166,9,885.0,299.46,1105.16
2167,2,770.0,686.09,903.52
2168,2,980.0,48.16,647.28
2169,7,817.0,1340.08,1858.29
2170,3,86.0,1326.81,1249.6
2171,3,1079.0,2389.38,1524.48
2172,2,895.0,611.68,809.85
2173,1,1014.0,884.87,1144.25
2174,2,702.0,2383.28,1489.67
2175,4,1105.0,1375.58,1546.26
2176,11,609.0,203.98,1099.37
2177,2,445.0,1521.54,1328.35
2178,11,642.0,2232.36,1739.69
2179,6,281.0,456.98,735.89
2180,13,879.0,2239.02,1861.83
2181,4,933.0,558.71,974.98
2182,4,684.0,303.82,783.92
2183,12,154.0,1476.25,1686.74
2184,8,826.0,164.44,1087.74
2185,7,597.0,1839.85,1677.89
2186,13,843.0,2037.91,1854.37
2187,9,840.0,145.94,1082.2
2188,13,552.0,2398.65,1793.12
2189,14,1198.0,831.63,2005.56
2190,11,760.0,1427.37,1842.52
2191,8,85.0,510.92,667.44
2192,2,264.0,416.69,421.94
2193,7,571.0,322.67,935.25
2194,7,412.0,1247.38,1555.71
2195,13,214.0,1444.71,1746.14
2196,1,959.0,381.43,597.57
2197,11,667.0,1765.7,1750.26
2198,12,675.0,2082.81,1786.78
2199,6,381.0,895.76,1272.29
2200,11,276.0,2060.94,1626.29
2201,5,67.0,783.62,863.45
2202,2,127.0,774.91,639.75
2203,5,743.0,1555.6,1688.68
2204,10,238.0,45.92,802.8
2205,1,58.0,153.85,95.09
2206,3,232.0,1298.16,1285.86
2207,7,783.0,1507.57,1834.47
2208,13,727.0,861.11,1746.46
2209,11,240.0,2355.56,1617.01
2210,13,814.0,2000.42,1860.38
2211,5,737.0,1814.67,1684.13
2212,11,1129.0,958.32,2086.35
2213,4,1043.0,2437.02,1600.44
2214,1,930.0,1750.75,1431.24
2215,9,1195.0,364.24,1321.22
2216,5,731.0,2468.74,1694.42
2217,1,1065.0,708.81,873.32
2218,5,152.0,1985.64,1492.75
2219,3,1068.0,1624.48,1495.15
2220,14,254.0,2426.36,1761.31
2221,12,832.0,364.41,1294.07
2222,9,649.0,2178.65,1659.73
2223,2,847.0,924.45,1262.77
2224,12,1200.0,562.52,1474.26
2225,9,409.0,1230.53,1584.87
2226,4,783.0,1017.02,1466.72
2227,6,498.0,999.59,1391.79
2228,4,68.0,1150.29,1225.59
2229,11,1088.0,2491.15,1783.85
2230,5,411.0,773.62,1108.69
2231,13,181.0,1351.54,1722.26
2232,13,1166.0,1806.59,2041.53
2233,3,855.0,224.07,788.98
2234,14,411.0,1424.28,1844.51
2235,1,42.0,149.98,104.7
2236,11,1117.0,2158.19,1919.62
2237,4,96.0,1357.46,1307.24
2238,12,375.0,2185.37,1695.74
2239,12,340.0,1483.16,1748.98
2240,1,427.0,1068.9,1060.89
2241,14,238.0,1722.18,1803.53
2242,11,1164.0,1962.15,1970.65
2243,6,395.0,1713.24,1594.44
2244,6,290.0,2461.98,1575.65
2245,2,585.0,444.23,602.2
2246,3,692.0,1954.21,1504.94
2247,12,906.0,835.91,1786.04
2248,6,392.0,1410.45,1558.95
2249,7,62.0,1204.71,1417.98
2250,10,912.0,2478.01,1740.84
2251,4,271.0,899.59,1129.98
2252,12,868.0,1017.21,1867.94
2253,9,660.0,1096.46,1667.41
2254,10,1134.0,12.67,1364.16
2255,2,79.0,147.44,263.84
2256,14,405.0,1958.47,1849.71
2257,2,426.0,209.01,462.06
2258,1,429.0,17.56,373.23
2259,13,830.0,319.21,1301.72
2260,9,416.0,450.16,902.23
2261,10,812.0,1786.77,1749.81
2262,6,873.0,1221.41,1771.46
2263,2,914.0,2488.4,1515.99
2264,11,919.0,1926.12,1806.02
2265,4,1025.0,1247.58,1522.13
2266,8,97.0,1472.96,1462.35
2267,8,321.0,2405.56,1535.57
2268,11,54.0,793.23,1159.84
2269,11,68.0,499.96,779.51
2270,14,13.0,1887.77,1688.9
2271,2,154.0,1343.51,1189.59
2272,11,522.0,1030.15,1615.29
2273,5,232.0,1139.25,1359.32
2274,4,947.0,1001.22,1432.42
2275,9,625.0,1309.51,1721.19
2276,4,1160.0,2420.51,1572.02
2277,13,950.0,613.14,1556.28
2278,7,125.0,422.62,688.83
2279,2,830.0,1666.99,458.29
2280,5,868.0,862.23,1451.4
2281,14,263.0,1746.88,1803.66
2282,1,879.0,803.12,1041.89
2283,2,926.0,181.69,623.02
2284,2,1078.0,865.96,1187.08
2285,12,633.0,76.33,1139.55
2286,2,284.0,2279.52,1329.67
2287,2,1092.0,711.69,972.56
2288,9,570.0,1571.82,1637.52
2289,6,595.0,1116.69,1498.35
2290,14,615.0,1009.58,1815.96
2291,4,1050.0,244.09,833.01
2292,13,481.0,1411.07,1834.51
2293,6,323.0,333.26,764.98
2294,11,1003.0,1548.92,1917.15
2295,14,632.0,1336.17,1885.26
2296,3,1126.0,2222.63,1506.73
2297,4,430.0,936.69,1235.86
2298,8,324.0,1206.34,1465.99
2299,9,448.0,129.88,863.45
2300,14,1184.0,843.51,2011.76
2301,10,1143.0,292.21,1326.2
2302,3,286.0,835.32,984.65
2303,11,312.0,2013.26,1637.15
2304,6,861.0,93.81,1047.05
2305,10,394.0,229.73,888.41
2306,3,449.0,314.32,605.72
2307,5,1090.0,44.31,885.29
2308,4,201.0,74.58,494.1
2309,7,1099.0,1875.44,1907.15
2310,14,563.0,2222.82,1829.77
2311,14,257.0,1005.14,1681.49
2312,14,297.0,786.75,1423.95
2313,8,1053.0,248.06,1177.03
2314,2,469.0,488.31,574.91
2315,8,680.0,999.14,1517.91
2316,14,39.0,1904.51,1719.92
2317,9,901.0,206.01,1183.21
2318,2,280.0,439.82,442.44
2319,6,453.0,1632.96,1596.58
2320,7,346.0,1911.23,1628.07
2321,5,145.0,170.66,530.9
2322,3,513.0,1300.19,1407.38
2323,4,550.0,440.89,762.78
2324,6,805.0,202.75,1021.75
2325,5,615.0,802.83,1242.24
2326,11,1167.0,955.37,2098.56
2327,7,571.0,431.99,938.6
2328,1,458.0,535.28,535.4
2329,2,186.0,1537.68,1249.37
2330,12,1132.0,2199.08,1857.79
2331,4,408.0,2305.39,1518.18
